dataset,variant,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits
cremad,subtract,43,5,38,72.4,0.5952685382501004,0.5865220925597403,-2.6242767406402105,-1.352086745498947,4.169716095873848
cremad,subtract,44,1,27,78.4,0.6215828924162258,0.6174705108772353,-2.739989667353602,-1.1898903854342366,4.169925001442313
cremad,subtract,44,2,31,73.6,0.6564814814814816,0.6504707575413556,-2.3382342093667177,-1.278955518699597,4.1699193444441836
cremad,subtract,44,3,24,71.3,0.639562569213732,0.6341845753828631,-2.3065838918465564,-1.3905376630957358,4.1699193444441836
cremad,subtract,44,4,22,55.9,0.6529509698757486,0.6481759798982983,-2.4565379195415993,-1.3683413826080235,4.247550686408009
cremad,subtract,44,5,29,74.8,0.6022360171716236,0.5930016075247578,-2.2939787785420815,-1.1117181695427272,4.169716095873848
iemocap,inlp_trans,42,1,12,18.0,0.5590232265046036,0.5037515531971892,-0.11580444215131158,-0.12789471703555022,0.9836697149306288
iemocap,inlp_trans,42,2,16,42.2,0.5591617342854382,0.521403776511979,-0.07009633913580193,-0.17734011551085704,0.9910444329385492
iemocap,inlp_trans,42,3,9,38.3,0.5187056291609169,0.5054894953919591,-0.14054920683426797,-0.06853048372820725,0.9973008701007469
iemocap,inlp_trans,42,4,15,25.7,0.5977215682491597,0.5571453469664469,-0.21043661994315788,-0.16871890835634995,0.9994846138022001
iemocap,inlp_trans,42,5,31,38.2,0.443431358140961,0.4132156341340104,-0.2647116386099123,-0.12343934396577005,0.9998765061155545
iemocap,inlp_trans,43,1,18,23.2,0.5752318843338132,0.5607478553172769,-0.16240443466698262,-0.15837427690220074,0.9836697149306288
iemocap,inlp_trans,43,2,32,26.0,0.5545358549161422,0.5302268871847031,-0.24095832111417248,-0.19940992411787006,0.9910444329385492
iemocap,inlp_trans,43,3,11,16.0,0.5861698369702598,0.558771613100775,-0.15311568045268165,-0.08570833224251917,0.9973008701007469
iemocap,inlp_trans,43,4,28,23.7,0.6000731409790684,0.5591910960617327,-0.11173976973250388,-0.1321550863409241,0.9994846138022001
iemocap,inlp_trans,43,5,10,20.5,0.5212766428673907,0.4841067708595141,-0.06070212101156136,-0.1432472625395692,0.9998765061155545
iemocap,inlp_trans,44,1,7,17.6,0.57328260865845,0.5352532510492296,-0.16448347580040146,-0.1224361748104168,0.9836697149306288
iemocap,inlp_trans,44,2,23,18.4,0.5640513152126579,0.5519384735786218,-0.15296117486520455,-0.1991651201867909,0.9910444329385492
iemocap,inlp_trans,44,3,20,20.2,0.568447288068975,0.5560015040658289,-0.1682273980199125,-0.20416923754135907,0.9973008701007469
iemocap,inlp_trans,44,4,26,22.9,0.6112578832541269,0.5689707176676253,-0.1189294223720253,-0.13274463283482663,0.9994846138022001
iemocap,inlp_trans,44,5,11,18.9,0.45567044601364093,0.4321265668955675,-0.17505721966039267,-0.11886629561604767,0.9998765061155545
iemocap,leace_trainfit,42,1,12,17.4,0.4545165501069718,0.4277473056914342,0.3515096792831388,-0.16471276659784495,0.9836697149306288
iemocap,leace_trainfit,42,2,16,39.2,0.5302745105606845,0.49378515385441857,0.1355071377934498,-0.18648119826864107,0.9910444329385492
iemocap,leace_trainfit,42,3,9,37.7,0.4933342577126085,0.49884350473353734,0.24704424098812583,-0.09843549243050975,0.9973008701007469
iemocap,leace_trainfit,42,4,15,25.1,0.518776177061772,0.4725271686429212,0.16590682834969195,-0.18570487672753255,0.9994846138022001
iemocap,leace_trainfit,42,5,31,37.7,0.5775300974946651,0.5511473334504691,0.45575653858304943,-0.16360013820990693,0.9998765061155545
iemocap,leace_trainfit,43,1,18,22.5,0.519456117715507,0.5156493958164479,0.3579391397710461,-0.17333951956831006,0.9836697149306288
iemocap,leace_trainfit,43,2,32,25.4,0.5408117468834002,0.5262034905020698,0.13927289360498873,-0.16281076586279875,0.9910444329385492
iemocap,leace_trainfit,43,3,11,15.1,0.49446674737064,0.4881371773599612,0.1602745868726274,-0.10689751165015604,0.9973008701007469
iemocap,leace_trainfit,43,4,28,23.2,0.5480456668772262,0.5113941548804,0.18289947192169875,-0.15713380367377316,0.9994846138022001
iemocap,leace_trainfit,43,5,10,20.0,0.5768372726495866,0.5325495609362343,0.48504224090953585,-0.12297348221596816,0.9998765061155545
iemocap,leace_trainfit,44,1,7,17.1,0.5283869902668643,0.5033854537268141,0.4380405774755747,-0.13366826523278919,0.9836697149306288
iemocap,leace_trainfit,44,2,23,17.9,0.49583139751934235,0.49171207225088065,0.0072697723419598015,-0.23237007055070646,0.9910444329385492
iemocap,leace_trainfit,44,3,20,19.6,0.4896468566525389,0.4981234007598029,0.21632664052708095,-0.18920197495101188,0.9973008701007469
iemocap,leace_trainfit,44,4,26,22.4,0.5484242941064472,0.5075702668247402,0.19908553661563577,-0.19112858810319666,0.9994846138022001
iemocap,leace_trainfit,44,5,11,18.2,0.5801040454825434,0.5657199833706575,0.40800620391465336,-0.13555344211998677,0.9998765061155545
iemocap,leace_trans,42,1,12,16.9,0.5589668432507657,0.5092808942494983,0.4038198248594784,-0.15441340593754638,0.9836697149306288
