dataset,variant,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits
ravdess,plain,44,2,14,15.3,0.471875,0.44455319666258,1.243253893494059,-0.5221866976430607,2.3219280948873626
ravdess,plain,44,3,14,12.9,0.46562500000000007,0.4346226589902927,1.291151425106915,-0.36249562101060206,2.3219280948873626
ravdess,plain,44,4,29,7.9,0.5,0.4760665935975651,1.3827015006442893,-0.3960469337829493,2.3219280948873626
ravdess,plain,44,5,14,5.9,0.41796875,0.3867987539226885,0.8771366664835114,-0.2645742145985013,2.0
ravdess,subtract,42,1,17,19.2,0.49375,0.41069229450692657,-0.9238145004163862,-0.21728019980038615,2.3219280948873626
ravdess,subtract,42,2,23,22.8,0.484375,0.3900554235219712,-0.9799209874273132,-0.4204338391830871,2.3219280948873626
ravdess,subtract,42,3,21,18.5,0.425,0.34255017156530765,-1.2867626236673684,-0.595815401164558,2.3219280948873626
ravdess,subtract,42,4,22,17.6,0.453125,0.3764957794565736,-1.0595376278022361,-0.7346302884796909,2.3219280948873626
ravdess,subtract,42,5,36,15.8,0.53515625,0.4673362304617401,-1.0946169578957146,-0.5742346102578693,2.0
ravdess,subtract,43,1,32,17.4,0.50625,0.4631771054797446,-1.3159088519593225,-0.4037010380897028,2.3219280948873626
ravdess,subtract,43,2,33,15.8,0.525,0.46087884238315996,-1.2170613581376974,-0.4711908391972033,2.3219280948873626
ravdess,subtract,43,3,30,23.4,0.409375,0.34422032645716855,-1.2640269659938594,-0.3158788950670708,2.3219280948873626
ravdess,subtract,43,4,21,23.1,0.46249999999999997,0.3847841582858062,-1.1373189875076481,-0.34317288136489177,2.3219280948873626
ravdess,subtract,43,5,26,22.3,0.515625,0.4589492953854656,-1.1557164614011923,-0.26339651946862785,2.0
ravdess,subtract,44,1,17,16.9,0.484375,0.40466140837237563,-0.9091170946294089,-0.28271505098692407,2.3219280948873626
ravdess,subtract,44,2,14,16.3,0.446875,0.3435567173700172,-1.3706378296711939,-0.7107112645343596,2.3219280948873626
ravdess,subtract,44,3,14,14.8,0.44375,0.3518683637675335,-1.0807683220672986,-0.43488239085325286,2.3219280948873626
ravdess,subtract,44,4,29,8.5,0.465625,0.4001280473791561,-1.0639609496737052,-0.3894576701097918,2.3219280948873626
ravdess,subtract,44,5,14,6.4,0.3984375,0.3021534366100131,-0.8508044831658825,-0.30781518122941653,2.0
